A,252,-0.003552986962997354,0.030431687057003658,0.1333948190629393,2.9701092923885755,8.36550929673424e-06
AAL,252,-0.0022723967032922394,0.09498350108342754,0.34660059777999547,2.5798484129415478,4.24728381702861e-06
AAPL,252,-0.0032448799155633035,0.037058821554208,-0.43334839179635953,3.224019333823109,1.0810728313540044e-07
ABT,252,-0.00019381194131544145,0.019099190603974123,-0.16543819273556226,4.687654708080401,2.7024892833019843e-08
ACGL,252,8.689511068917618e-05,0.024688030581301076,0.09648074596074593,4.412773351073903,8.899299094221323e-08
ACN,252,-0.0004227104626659353,0.026876741024463635,0.7884087668847554,3.993293073566843,6.599472658595801e-12
ADBE,252,-0.0027244635951186825,0.035133155828253416,-0.04513990486580191,2.0816087372925596,0.0003617083930920181
ADI,252,-0.0019022829858323753,0.030164015259999646,-0.06809292700255413,2.8768044779422954,1.5675889897003958e-05
ADM,252,-0.001812071246408937,0.04038435155661493,0.08770832598508874,4.260832360025012,1.452674480767549e-07
ADP,252,-0.00039607103717703316,0.024729718229068436,0.3156728445181671,3.495902236775289,2.394220737786512e-07
ADSK,252,-0.003718445575547747,0.03909407780025554,-0.048940556008486645,3.0570051033195798,8.572620256557279e-06
AEE,252,-0.0019807708465543377,0.025782433494726517,0.7006454068371241,7.045525636971863,1.728273997029995e-14
AEP,252,-0.0014655170719203154,0.02591594816950396,0.6222449713677642,4.365839925689193,7.96814644320279e-11
AES,252,-0.0038113508564903663,0.046943060858938596,0.9644990098632714,6.553096731533579,1.1179507256760756e-16
AFL,252,-0.0012220826040407337,0.04089942715183034,-0.3845228570853573,5.765715037538273,1.2912804482783143e-10
AIG,252,-0.014286887208888491,0.11013802850759673,-3.02620830177375,22.973215997905836,3.134738926951359e-46
AIZ,252,-0.0032719414227965426,0.04873565594305565,-0.5347533628020489,8.309221521068658,4.067572263135943e-14
AJG,252,0.0002726319275873634,0.02339233313587422,0.9475594580080052,7.297562902607805,3.3291774592231433e-17
AKAM,252,-0.0033114090818080685,0.04585411001553417,-0.737159851880519,6.5192552212704555,2.4728108884067372e-14
ALB,252,-0.0027072046128594337,0.04005540393875279,-0.3482123895853135,2.1436322593029393,2.3125898082229785e-05
ALGN,252,-0.0027446451717567724,0.04331686642811709,0.08914957090082565,2.5133870983242037,5.72339638833316e-05
ALK,252,0.0007862925567771432,0.05946007091538044,0.5328775704736268,2.9902211276625374,4.266864375864211e-08
ALL,252,-0.0018798529351424587,0.044983207433811116,-0.32146365408425015,8.83573623082414,4.864201721856525e-13
AMAT,252,-0.00214968556617986,0.03384532736774447,-0.08085360957253823,2.8619215866417926,1.5879022648124903e-05
AMD,252,-0.004672192130921365,0.05387922103212841,-0.0369880151804435,1.758230328218919,0.0014050905676191252
AME,252,-0.0017584645371685904,0.02989463682551135,-0.05111319218372626,3.232201689900135,4.593861732203554e-06
AMGN,252,0.0008436192660586422,0.027102185333907878,0.7011967240087011,3.8964240978156193,6.313615453147133e-11
AMP,252,-0.00370294770561481,0.05739311079890128,0.3608562722893838,3.933730960925261,3.113230915407688e-08
AMT,252,-0.0015072320408616702,0.0356129343953756,0.6675843978088565,4.021242569669175,8.804973001918602e-11
AMZN,252,-0.0025491644949672903,0.041312532761910076,0.15547625778598897,1.2986617647200784,0.006127927229578192
ANSS,252,-0.001403993092613976,0.03621975515783813,-0.088111848222281,1.1396634679192843,0.017439226365422958
AON,252,-4.3127330241375345e-05,0.022778865516823142,0.178080718974107,2.442115027057376,4.503814388454542e-05
AOS,252,-0.0006608365278707556,0.03584472088557856,0.044177141988382705,1.1759094237342032,0.016943334447862644
APA,252,-0.0016099849154282832,0.04541819520304747,-0.15101269074231546,3.039727821320273,5.838573133735468e-06
